4204.328101503935 204
2819.9983949483926 186
2871.359976832856 180
4453.066413289049 210
4989.4634898479235 220
6840.8831081885755 270
5574.4636472540005 243
6749.268015103611 403
4297.1613489487145 231
3644.092916510833 193
4163.507984590637 199
4318.003304642647 236
4680.7761550237 230
5020.479424224446 234
4828.48677751555 231
4991.716776758141 225
5488.7728016186975 230
3400.033141115977 201
3355.368968374699 197
3340.57009401693 197
5685.704784328071 233
5180.470877646303 232
5005.572183071899 230
5165.708215077033 235
4685.916187448304 235
5171.071237617816 234
5331.914361809726 244
5106.104911336305 230
4983.9008225131 230
5584.8451347982 241
5012.513690345865 232
4944.731291456964 228
3821.259600596747 241
4659.927176880662 231
4919.551097217366 228
3965.3517356509155 208
3986.047813102219 209
4055.1232871094307 205
4731.126446069209 223
4614.719834994874 217
4828.365652657269 223
4283.308123356329 230
4775.017756517787 225
4529.184016285826 219
5560.856654782354 239
4933.441848080583 228
4790.773710460316 225
4878.847390329593 233
4814.770609196356 230
4746.20115917657 222
4362.877679319469 230
4281.3947407252845 213
4473.667411868329 218
4856.478018300607 231
4648.222140611938 221
4595.3389350054695 223
5133.201372910052 230
4672.022160518533 224
4566.929258653239 221
4811.974131880066 228
4769.79696878886 224
4649.745893849145 219
4781.990435989241 243
4903.120539090376 228
4656.08308147269 223
4483.513641474692 218
4663.550086842505 216
4371.084122088653 211
